k;N;Ca;P;Mg;class
376.83;363.26;63.03;66.70;8.59;Ruim
108.43;151.78;89.48;89.92;44.19;Bom
183.06;57.70;124.27;89.15;43.82;Ruim
423.93;260.37;93.16;40.66;16.39;Ruim
265.07;269.66;66.50;95.69;59.12;Ruim
438.61;280.33;120.21;84.75;90.37;Ruim
235.80;292.13;192.04;63.81;75.27;Ruim
124.37;65.72;40.64;69.29;60.53;Bom
299.16;190.15;95.24;51.06;32.09;Ruim
133.74;482.48;184.63;92.53;76.28;Ruim
57.61;166.38;96.98;19.54;41.08;Bom
101.97;59.57;68.71;36.06;35.66;Bom
142.89;24.82;97.98;66.36;16.09;Bom
37.04;384.68;59.26;64.28;55.88;Ruim
375.54;213.28;181.16;26.81;23.49;Ruim
249.56;230.83;66.85;18.18;72.52;Ruim
61.50;217.30;30.60;61.52;31.48;Ruim
429.61;471.04;143.40;17.79;4.95;Ruim
306.21;23.25;6.59;46.18;70.26;Ruim
297.42;465.84;61.47;2.68;83.58;Ruim
127.95;470.97;46.00;9.29;33.45;Bom
153.94;181.51;69.82;32.53;47.15;Ideal
33.02;384.13;11.74;91.85;47.30;Ruim
335.24;469.76;58.84;15.24;100.00;Ruim
116.91;323.46;69.34;13.01;92.63;Ruim
93.93;420.04;15.43;42.43;79.79;Ruim
57.02;258.84;50.43;57.97;10.87;Ruim
414.51;413.79;84.36;34.59;11.61;Ruim
88.73;493.20;198.18;63.04;75.77;Ruim
357.07;303.01;165.48;30.50;76.24;Ruim
180.14;325.76;30.60;42.70;90.30;Bom
469.29;299.85;190.71;86.83;71.46;Pessimo
98.48;304.07;88.11;37.19;85.60;Bom
148.42;337.37;6.97;43.93;18.80;Bom
467.10;108.77;56.00;2.75;32.16;Ruim
34.53;44.72;185.87;27.26;56.63;Ruim
464.82;257.40;53.44;10.26;78.56;Ruim
188.68;478.90;179.61;61.71;15.65;Ruim
174.86;418.99;155.06;29.70;23.14;Bom
181.89;88.67;136.68;6.11;75.91;Ruim
312.18;288.81;112.05;61.32;66.31;Ruim
59.71;43.35;171.50;54.25;1.37;Ruim
52.84;349.65;37.65;18.16;22.17;Ruim
138.54;127.37;48.41;17.99;85.90;Ideal
154.48;44.32;156.84;32.70;14.72;Bom
372.92;28.49;145.36;89.14;4.46;Pessimo
272.09;117.63;64.86;21.23;30.34;Bom
387.02;256.36;76.90;85.76;76.50;Ruim
421.51;340.61;191.17;23.10;98.85;Ruim
310.35;394.37;32.44;68.23;64.55;Ruim
281.66;399.72;193.38;18.70;51.72;Ruim
291.79;401.22;120.34;26.77;48.61;Ruim
437.11;161.55;132.10;16.88;91.71;Ruim
444.30;490.70;164.48;31.82;97.81;Ruim
64.08;134.98;96.58;94.30;31.53;Bom
444.92;307.81;169.08;54.30;8.45;Ruim
452.64;168.82;57.22;28.63;71.29;Bom
317.95;477.75;24.21;52.29;24.77;Ruim
291.28;244.64;16.23;18.79;32.43;Ruim
127.47;204.41;27.83;35.93;3.47;Bom
89.59;144.00;197.95;97.32;0.85;Bom
179.38;273.31;79.54;33.29;80.00;Bom
270.77;476.77;64.75;45.36;62.17;Ruim
6.23;172.78;74.98;6.87;92.35;Bom
349.37;207.71;166.76;81.16;32.61;Ruim
406.24;36.46;9.07;9.01;36.02;Ruim
300.86;56.30;189.90;92.46;79.82;Pessimo
473.54;32.90;123.90;41.18;42.16;Ruim
481.56;12.84;80.17;85.05;23.04;Ruim
85.61;486.87;20.75;68.75;57.48;Ruim
170.62;312.22;60.93;82.05;77.97;Bom
490.15;372.35;135.15;21.85;53.54;Ruim
423.67;244.88;38.50;62.94;24.68;Ruim
128.80;173.34;108.00;86.89;35.20;Ideal
213.14;52.67;173.85;49.33;74.07;Ruim
409.64;43.61;179.02;21.07;67.02;Ruim
427.83;37.15;92.63;86.09;65.89;Ruim
371.00;18.29;116.67;13.61;27.16;Ruim
432.43;263.70;198.71;62.52;87.36;Pessimo
370.92;2.19;8.68;81.60;48.41;Ruim
396.44;481.28;120.05;63.33;65.39;Ruim
64.73;221.03;45.51;16.70;37.99;Bom
92.41;388.43;60.19;14.56;77.49;Ruim
398.71;50.56;150.25;96.44;81.64;Pessimo
242.49;447.63;26.03;18.02;87.00;Ruim
2.99;188.85;191.94;62.03;97.19;Ruim
85.18;431.06;150.02;30.70;78.48;Ruim
459.99;67.08;134.07;42.87;33.95;Ruim
37.91;269.26;0.94;39.80;57.27;Ruim
282.87;232.62;165.89;32.44;16.62;Ruim
275.63;466.27;126.73;54.12;66.71;Ruim
315.91;345.13;116.76;73.83;92.36;Ruim
227.37;7.04;130.92;87.24;29.05;Ruim
70.64;256.39;189.78;26.45;81.87;Ruim
298.32;173.99;158.28;87.03;59.85;Ruim
382.89;49.81;82.30;3.84;67.42;Ruim
325.48;235.12;14.29;13.52;37.76;Ruim
54.38;403.70;164.32;11.35;50.57;Ruim
20.83;427.54;97.49;61.97;84.32;Ruim
437.87;64.55;54.24;27.05;2.45;Ruim
82.15;191.39;157.75;63.26;94.66;Ruim
493.04;447.50;86.97;60.23;2.38;Ruim
256.12;67.10;96.92;48.23;64.09;Ruim
133.18;389.41;16.69;60.70;81.62;Bom
435.23;25.16;172.79;47.76;66.97;Ruim
462.37;333.67;180.74;62.31;35.06;Ruim
245.10;381.76;6.52;92.77;10.88;Pessimo
252.85;77.64;148.70;74.94;37.91;Ruim
365.64;364.92;180.61;66.28;27.11;Ruim
145.72;463.47;80.73;32.53;74.56;Bom
255.04;329.43;125.12;40.27;13.06;Ruim
493.23;434.17;80.27;38.55;29.83;Bom
92.96;31.41;44.36;9.10;67.25;Ruim
391.58;461.47;129.05;27.58;20.40;Ruim
98.56;172.64;28.29;90.87;21.23;Bom
275.74;460.22;105.04;7.98;97.74;Ruim
474.88;348.03;171.79;56.48;1.42;Ruim
263.59;105.80;196.19;54.36;98.45;Ruim
430.36;397.54;151.48;69.81;47.32;Ruim
419.68;408.09;197.81;53.71;29.88;Ruim
81.85;85.80;13.97;24.15;26.29;Ruim
168.97;353.16;6.75;22.51;28.43;Bom
150.82;86.42;176.79;48.65;79.02;Bom
67.73;290.41;83.74;60.13;51.24;Bom
260.66;302.70;134.10;33.64;58.02;Ruim
271.71;447.51;27.80;75.44;94.57;Pessimo
12.46;148.36;99.44;66.70;80.59;Ruim
380.62;71.01;187.81;90.64;33.23;Ruim
483.20;453.00;195.00;8.61;88.30;Pessimo
137.38;157.97;36.86;27.99;61.84;Ideal
386.08;151.27;196.11;96.42;31.85;Ruim
232.01;18.85;174.66;34.14;28.66;Ruim
428.87;375.91;60.38;49.27;30.45;Ruim
274.00;283.36;42.93;76.74;10.22;Ruim
333.93;230.91;13.41;40.81;15.95;Ruim
149.35;491.99;91.92;43.93;39.94;Bom
208.68;44.13;134.66;12.97;9.61;Ruim
460.37;379.11;70.23;20.44;4.10;Ruim
112.44;139.59;33.76;35.42;88.17;Bom
150.93;34.92;118.63;71.14;82.72;Bom
6.19;123.97;74.89;51.81;41.45;Bom
441.06;344.30;67.17;81.69;92.37;Ruim
47.63;20.29;1.49;21.25;16.68;Ruim
357.72;264.41;182.90;18.61;14.75;Ruim
427.10;14.13;123.36;24.97;35.90;Ruim
145.70;316.67;175.97;74.57;90.25;Ruim
73.40;102.64;110.64;78.11;70.25;Ruim
417.54;437.77;27.19;15.90;38.24;Ruim
80.49;31.22;153.19;88.17;67.36;Ruim
457.80;122.12;176.52;86.12;6.85;Ruim
159.10;495.50;16.34;93.63;79.15;Ruim
414.02;40.36;6.59;63.23;65.42;Pessimo
311.66;94.04;162.03;69.94;8.60;Ruim
184.72;0.13;23.20;94.77;32.33;Ruim
99.83;233.86;183.54;82.80;15.32;Ruim
105.10;487.64;136.85;64.58;37.19;Ruim
45.65;459.14;59.13;28.32;5.59;Ruim
363.75;128.09;9.84;86.26;91.10;Ruim
448.67;165.85;181.12;3.96;94.32;Ruim
233.94;279.18;26.42;71.62;36.20;Ruim
444.25;458.38;78.99;90.80;9.26;Ruim
274.59;144.57;35.87;89.22;11.74;Ruim
300.36;278.50;196.91;48.44;55.41;Ruim
298.40;130.75;25.71;5.49;59.05;Ruim
184.18;183.96;129.39;56.82;62.88;Ruim
196.76;163.32;62.90;64.96;88.45;Bom
110.06;89.34;159.71;73.76;15.54;Ruim
116.39;25.43;49.48;68.27;17.05;Ruim
38.23;82.01;86.28;42.22;54.08;Bom
243.19;313.16;36.29;97.65;97.48;Ruim
498.58;267.64;9.18;10.10;88.93;Pessimo
66.05;97.36;51.20;4.77;87.86;Ruim
298.74;290.52;13.45;69.99;73.87;Pessimo
299.34;140.46;161.41;8.52;18.21;Ruim
398.29;215.96;72.78;98.95;97.69;Ruim
61.98;334.52;110.86;13.85;58.69;Ruim
296.41;255.64;161.25;24.91;10.15;Ruim
111.16;113.37;95.33;86.70;34.06;Ruim
471.99;167.98;118.94;87.92;41.35;Bom
158.49;343.13;43.18;16.90;41.26;Bom
410.84;209.55;47.55;55.08;22.73;Ruim
377.65;467.91;159.76;35.25;25.87;Ruim
290.34;120.51;68.70;88.34;92.08;Ruim
433.52;220.98;127.78;27.38;1.88;Ruim
293.90;133.11;92.31;55.58;40.24;Bom
161.81;4.11;176.05;75.00;14.02;Bom
301.07;190.34;20.66;13.02;59.51;Ruim
318.98;353.84;81.16;71.43;44.24;Ruim
431.55;296.31;98.90;31.21;91.84;Ruim
279.39;480.43;147.93;61.19;53.76;Ruim
67.52;471.99;155.36;59.38;92.93;Ruim
259.37;42.10;66.96;59.80;31.02;Ruim
136.71;16.62;82.40;5.73;32.51;Bom
16.64;460.16;80.40;5.61;86.08;Ruim
159.04;157.37;135.45;67.91;99.78;Bom
184.93;141.17;28.58;73.60;10.02;Bom
103.70;384.76;70.58;43.21;41.23;Bom
47.72;291.63;161.87;18.32;30.74;Ruim
480.24;127.01;102.59;79.08;83.12;Ruim
400.32;7.11;19.16;69.87;2.75;Pessimo
156.28;96.79;33.39;77.36;77.34;Bom
343.37;253.41;142.43;89.08;54.47;Ruim
302.24;80.98;2.04;4.50;6.36;Ruim
328.06;114.10;30.15;55.55;43.66;Ruim
79.65;467.21;136.96;54.14;3.13;Ruim
380.54;268.20;42.51;89.46;52.91;Ruim
139.00;485.48;30.43;42.45;47.25;Bom
295.06;467.71;68.73;92.15;69.65;Ruim
237.68;477.75;118.67;35.27;13.04;Ruim
480.27;95.82;31.20;99.56;73.00;Ruim
115.09;38.83;57.16;41.77;28.76;Bom
125.08;7.42;0.43;17.40;80.84;Bom
122.89;371.31;193.36;6.33;95.58;Ruim
366.88;461.05;86.33;41.50;76.22;Ruim
441.72;295.85;106.47;93.09;65.13;Ruim
92.20;401.96;56.68;44.33;63.75;Ruim
12.04;232.17;171.18;98.75;86.55;Ruim
44.86;230.12;86.03;78.76;86.39;Ruim
298.27;468.77;153.88;67.42;40.89;Ruim
212.69;9.58;178.14;23.59;63.63;Ruim
369.68;484.13;128.65;25.70;81.53;Ruim
438.11;303.69;184.23;69.31;49.40;Ruim
255.86;368.61;63.68;2.76;33.64;Ruim
313.14;449.05;53.00;41.72;7.81;Ruim
349.12;71.48;168.27;66.62;9.36;Ruim
487.26;106.34;154.34;73.21;39.35;Ruim
253.10;17.49;70.19;18.37;14.48;Ruim
191.66;321.57;76.29;76.96;70.17;Ruim
262.72;39.26;197.14;3.73;32.97;Ruim
95.41;133.57;2.99;17.38;53.82;Bom
496.48;123.80;48.75;97.21;44.61;Bom
419.81;290.75;61.64;96.12;48.80;Ruim
49.77;104.16;122.17;47.28;89.18;Ruim
461.77;322.35;182.40;21.20;63.32;Ruim
272.16;138.02;83.34;83.66;42.73;Bom
76.37;96.42;127.10;66.20;3.26;Ruim
230.98;63.34;30.71;33.96;24.97;Bom
372.66;0.19;14.53;99.24;99.33;Pessimo
276.81;346.45;20.56;72.27;0.68;Pessimo
106.48;417.08;118.96;99.72;73.84;Ruim
261.34;497.15;103.76;10.39;9.05;Ruim
267.87;364.35;193.07;48.91;6.90;Ruim
290.82;21.66;192.46;90.30;96.72;Pessimo
357.70;147.08;109.93;32.89;72.00;Bom
183.45;158.64;59.25;67.03;97.74;Bom
107.77;90.41;14.74;32.24;97.38;Ruim
236.42;403.67;195.17;23.12;74.75;Ruim
232.26;356.25;0.79;53.54;71.22;Ruim
142.97;474.55;174.45;47.56;89.06;Bom
387.25;202.48;39.66;85.98;17.38;Ruim
324.72;74.15;85.67;64.03;49.08;Ruim
362.27;68.78;193.15;50.83;38.14;Ruim
161.75;279.69;57.35;70.89;92.87;Bom
67.82;30.57;49.05;28.64;41.22;Ruim
232.13;317.54;46.07;22.09;81.30;Ruim
12.13;188.07;66.75;44.02;17.88;Bom
128.37;290.76;66.04;64.65;16.83;Bom
102.46;120.70;15.40;0.44;85.97;Ruim
257.32;205.31;95.39;32.82;64.63;Ruim
336.38;87.74;177.58;81.97;93.68;Ruim
291.73;211.54;92.55;54.59;27.88;Ruim
260.65;9.74;45.72;12.27;22.20;Ruim
366.97;363.03;81.28;70.09;86.45;Ruim
390.71;52.19;155.81;17.66;69.63;Ruim
317.13;282.76;23.06;24.85;80.92;Ruim
382.15;253.97;160.88;61.70;83.53;Pessimo
113.31;325.27;83.05;7.05;3.94;Ruim
464.56;156.64;92.20;13.29;20.98;Bom
262.58;470.27;102.57;34.98;65.52;Ruim
429.11;209.58;148.48;29.45;15.14;Ruim
256.60;403.91;188.91;12.66;52.09;Ruim
186.71;497.71;183.78;34.83;14.66;Ruim
306.97;326.04;189.71;40.13;12.72;Ruim
129.27;243.43;66.60;42.89;35.29;Ideal
308.97;137.86;96.12;32.80;86.91;Bom
234.55;481.80;161.90;85.17;30.56;Ruim
472.04;28.69;155.06;37.54;51.32;Ruim
322.70;394.65;45.73;35.25;81.54;Ruim
469.48;9.88;42.49;54.06;0.67;Ruim
383.80;170.93;16.41;21.71;23.05;Ruim
160.51;113.62;195.39;37.15;87.76;Bom
168.91;339.74;137.13;20.72;66.96;Bom
239.61;459.38;26.79;2.32;87.39;Ruim
232.20;185.77;91.64;17.39;67.02;Ruim
294.30;434.67;143.96;90.13;46.24;Ruim
58.85;1.61;179.39;69.57;52.60;Ruim
369.02;135.89;35.52;13.18;78.45;Ruim
56.93;254.15;28.01;65.33;76.72;Pessimo
155.60;238.69;92.68;71.98;51.64;Bom
149.50;406.37;11.62;62.97;38.66;Bom
318.40;28.08;117.30;91.41;36.04;Ruim
180.41;287.77;12.29;61.63;26.11;Bom
110.53;423.71;85.29;77.32;70.45;Ruim
310.68;347.26;110.99;11.31;61.84;Ruim
265.57;6.27;101.07;12.93;72.20;Ruim
305.88;468.19;102.85;71.10;74.57;Ruim
299.35;282.30;107.25;51.91;94.78;Ruim
59.32;83.88;54.14;93.29;50.38;Ruim
278.67;144.88;21.29;96.26;4.56;Ruim
170.78;133.90;169.37;78.39;58.65;Bom
355.06;171.95;43.68;74.55;92.98;Ruim
58.02;100.06;191.11;61.95;45.57;Ruim
488.74;274.75;119.88;66.61;21.49;Ruim
451.98;106.49;171.05;51.79;86.61;Ruim
417.15;439.65;158.73;97.03;59.42;Pessimo
466.69;118.44;78.38;73.63;58.04;Ruim
229.46;99.65;44.11;73.31;11.23;Ruim
170.82;46.85;175.24;69.57;93.47;Ruim
73.05;261.26;32.27;94.06;52.60;Ruim
104.69;212.45;33.93;26.59;9.36;Ruim
70.05;77.94;106.46;51.21;96.03;Ruim
401.15;39.89;109.47;85.35;35.45;Ruim
367.72;493.20;91.13;63.24;0.84;Ruim
295.77;395.53;75.68;84.84;85.84;Ruim
176.62;151.91;92.81;28.28;12.97;Ideal
347.42;108.92;164.39;16.75;87.75;Ruim
229.93;217.58;74.35;68.56;95.88;Bom
223.54;481.48;118.95;31.34;86.22;Ruim
184.96;362.79;34.16;25.54;83.55;Ruim
383.83;349.74;166.09;72.25;23.98;Ruim
442.83;168.48;192.75;6.54;40.78;Ruim
398.95;383.74;96.82;79.23;14.82;Ruim
468.96;235.63;100.50;56.03;75.65;Ruim
240.02;367.59;28.41;45.70;95.57;Ruim
145.90;396.39;113.70;50.09;93.66;Bom
298.02;405.87;187.33;78.03;0.46;Pessimo
17.14;473.53;91.83;99.84;1.08;Ruim
45.80;316.35;187.93;16.63;76.50;Ruim
81.91;421.48;39.92;37.34;64.67;Ruim
185.76;483.19;83.98;37.72;14.26;Bom
254.69;382.46;117.65;5.15;16.92;Ruim
55.59;397.85;139.56;46.41;61.40;Ruim
170.07;347.04;77.53;41.65;53.26;Ideal
111.08;11.61;16.29;24.32;33.87;Ruim
303.86;298.88;98.07;87.91;21.62;Ruim
152.73;73.82;163.74;24.20;52.98;Bom
13.53;295.30;79.99;86.53;78.10;Ruim
365.60;258.19;114.13;27.84;82.92;Ruim
285.55;263.38;142.97;21.29;69.89;Ruim
36.19;2.58;2.33;85.04;17.05;Ruim
387.00;274.30;152.00;40.82;39.30;Ruim
202.62;240.50;42.64;86.56;53.21;Ruim
474.01;248.97;10.27;54.11;79.75;Ruim
185.08;432.25;197.93;79.91;52.86;Ruim
89.33;269.58;148.34;18.82;66.71;Ruim
491.58;400.50;98.10;9.86;87.58;Ruim
258.11;208.29;58.88;89.07;58.09;Ruim
324.66;267.41;76.61;82.13;16.82;Ruim
370.61;319.31;13.65;37.62;28.07;Ruim
212.75;172.58;27.50;64.41;14.31;Bom
274.59;231.18;26.52;95.12;38.32;Ruim
454.41;389.98;89.10;78.07;43.07;Ruim
448.25;69.17;55.98;42.53;54.64;Ruim
8.89;277.05;75.13;63.88;57.31;Ruim
82.13;94.81;107.13;34.69;51.80;Bom
346.22;436.04;3.50;84.48;71.84;Pessimo
438.76;46.98;172.28;8.39;37.26;Ruim
312.93;421.33;90.82;6.55;70.15;Ruim
284.19;367.66;90.92;54.90;52.85;Ruim
317.78;254.76;149.87;41.03;73.06;Ruim
306.37;270.02;122.83;92.38;98.13;Pessimo
452.25;167.45;172.04;15.32;15.11;Ruim
264.74;124.08;197.93;1.48;53.69;Ruim
217.86;27.12;46.29;63.65;89.95;Ruim
380.45;27.05;76.91;79.77;52.69;Ruim
26.37;142.09;118.96;75.11;50.68;Bom
77.75;301.21;23.96;26.46;62.49;Ruim
1.93;418.69;195.25;71.38;96.23;Pessimo
418.14;444.59;132.61;53.52;46.64;Ruim
7.57;382.02;177.11;67.31;27.01;Ruim
164.25;346.19;151.35;96.77;21.28;Bom
345.71;306.35;197.71;0.47;38.57;Ruim
204.82;61.48;170.39;16.81;92.65;Ruim
88.51;443.69;56.55;13.61;45.97;Ruim
87.79;105.56;134.51;83.39;3.31;Ruim
391.27;157.21;106.24;7.82;39.88;Bom
99.57;297.13;139.09;54.23;98.32;Ruim
14.91;460.88;77.85;25.35;61.77;Ruim
56.10;213.55;172.49;29.06;24.71;Ruim
393.55;173.58;94.01;64.91;6.26;Ruim
257.70;433.44;93.68;27.90;51.79;Ruim
138.37;224.69;152.79;65.37;93.41;Bom
341.43;90.96;192.85;43.60;14.12;Ruim
203.26;342.86;113.99;20.21;56.73;Ruim
269.49;210.58;189.40;73.85;0.66;Ruim
304.04;438.74;166.75;4.47;22.37;Ruim
165.06;186.59;184.43;15.14;79.98;Bom
269.74;323.95;136.28;93.30;7.20;Pessimo
373.03;462.61;98.39;89.07;79.56;Ruim
183.45;42.85;72.21;10.89;48.94;Ruim
321.23;394.44;120.59;53.03;11.06;Ruim
188.63;281.13;97.28;97.04;20.33;Ruim
488.17;147.64;161.55;70.51;5.83;Ruim
422.05;205.39;22.73;33.94;44.17;Ruim
461.92;255.84;8.29;25.09;62.37;Ruim
214.68;414.52;188.26;5.46;6.20;Ruim
365.24;217.70;119.79;89.67;55.73;Ruim
151.13;396.42;95.43;32.64;44.20;Bom
380.82;112.87;5.68;80.27;56.51;Ruim
387.44;64.38;32.17;39.33;82.79;Ruim
182.14;109.40;35.53;38.92;10.65;Bom
171.10;288.09;88.46;70.89;75.61;Bom
322.01;217.19;28.08;30.40;93.75;Ruim
187.01;232.39;151.43;39.39;64.82;Ruim
154.13;297.26;160.73;95.95;4.08;Ruim
178.50;234.29;124.52;67.97;28.70;Bom
82.93;8.42;69.19;10.07;90.01;Ruim
94.98;232.72;182.58;72.46;34.46;Ruim
75.84;498.23;7.78;49.71;0.23;Ruim
402.90;428.25;188.21;47.58;18.37;Ruim
226.94;30.36;47.70;69.20;34.72;Ruim
117.05;257.26;195.78;53.31;1.18;Ruim
312.42;322.25;92.39;82.61;25.94;Ruim
394.77;189.60;144.48;58.04;31.83;Ruim
75.66;400.92;1.35;18.03;32.98;Ruim
216.79;221.41;180.94;56.13;45.47;Ruim
328.94;218.54;35.81;77.27;4.93;Ruim
159.89;436.60;9.67;19.11;63.53;Bom
113.16;251.87;23.82;39.56;58.31;Ruim
122.60;82.65;166.02;63.65;76.16;Bom
369.46;98.46;165.66;51.23;42.23;Ruim
102.35;346.05;175.46;80.59;55.80;Ruim
407.68;274.59;50.82;87.19;61.20;Ruim
171.78;369.75;139.17;25.51;30.08;Bom
98.18;466.64;48.96;77.28;38.88;Ruim
209.04;345.11;16.22;27.56;12.43;Ruim
284.37;215.43;76.84;7.62;81.10;Ruim
474.43;268.63;181.82;4.64;31.84;Ruim
458.64;205.35;84.35;82.08;88.58;Ruim
486.36;123.92;96.00;60.86;66.61;Bom
293.23;213.54;175.50;1.87;10.53;Ruim
298.30;6.62;106.47;36.03;51.18;Ruim
136.46;372.48;114.73;6.33;95.73;Bom
461.69;390.85;175.17;94.90;82.55;Pessimo
272.65;396.51;136.24;0.98;17.16;Ruim
160.86;188.86;16.01;76.69;51.10;Bom
468.54;192.42;124.23;95.01;13.53;Ruim
116.22;473.27;32.50;20.15;57.71;Ruim
425.51;336.78;176.48;86.31;91.57;Pessimo
303.58;438.14;9.49;52.63;67.82;Ruim
444.31;20.03;31.81;45.95;70.48;Ruim
427.10;5.96;145.42;8.33;68.23;Pessimo
11.28;245.14;39.12;92.12;96.77;Ruim
282.21;476.85;11.29;44.31;74.30;Ruim
15.62;5.87;27.17;25.33;28.24;Ruim
149.10;107.93;185.91;85.53;59.49;Bom
243.57;480.60;0.44;12.20;67.37;Pessimo
260.19;438.31;163.99;79.80;60.64;Pessimo
339.98;422.40;62.03;43.50;45.42;Bom
142.83;75.02;19.88;13.55;91.22;Bom
66.87;48.08;59.56;33.26;78.50;Ruim
447.30;78.83;151.12;30.32;80.23;Ruim
365.50;92.75;54.06;70.55;8.20;Ruim
152.84;286.82;51.30;63.00;88.14;Bom
141.76;471.46;65.87;12.37;91.88;Bom
53.33;451.03;4.77;88.80;35.98;Ruim
172.59;133.10;164.10;52.37;6.56;Bom
28.11;299.98;183.85;86.84;28.96;Ruim
154.33;463.15;30.38;90.09;24.64;Bom
22.15;102.58;114.08;53.90;10.46;Ruim
414.91;129.51;164.35;65.85;64.45;Ruim
120.80;242.65;127.61;25.15;22.67;Ruim
8.55;416.80;96.23;23.84;26.07;Ruim
457.04;215.31;1.47;43.54;13.69;Ruim
63.64;463.70;50.51;10.21;24.16;Ruim
183.33;299.04;184.75;8.57;88.32;Ruim
357.82;366.58;84.85;84.51;16.17;Ruim
482.12;39.32;72.67;64.56;45.14;Ruim
115.22;229.41;83.04;36.56;36.39;Bom
497.95;262.53;65.12;7.99;91.47;Ruim
275.71;79.41;119.66;88.75;93.55;Ruim
146.34;391.09;7.01;35.34;44.67;Bom
48.61;376.14;144.42;7.81;30.98;Ruim
134.86;253.58;119.14;61.01;71.57;Bom
306.74;182.76;98.14;43.40;87.77;Ruim
187.50;133.72;121.49;70.21;66.75;Bom
32.02;191.76;107.17;86.95;47.24;Ruim
62.81;260.15;111.35;86.40;83.46;Ruim
51.19;360.96;151.35;96.05;48.73;Ruim
407.38;6.30;83.48;77.78;24.93;Ruim
214.92;311.35;162.91;59.39;60.15;Ruim
174.54;264.15;176.01;93.71;30.46;Bom
358.41;103.33;14.67;6.81;3.69;Ruim
206.13;390.22;118.20;34.45;37.36;Bom
350.06;303.49;91.19;90.94;78.50;Ruim
211.97;275.02;81.50;74.35;96.37;Ruim
6.32;231.05;3.71;32.22;77.40;Ruim
84.28;278.44;150.37;15.28;83.69;Ruim
337.97;371.66;11.13;28.03;89.37;Ruim
250.16;275.72;150.78;65.50;9.50;Pessimo
279.16;479.74;10.80;38.65;28.32;Ruim
198.82;336.04;184.80;72.11;7.59;Ruim
316.83;363.47;131.54;95.41;94.78;Pessimo
74.77;498.27;18.19;12.81;72.61;Ruim
35.55;248.46;18.14;69.73;55.74;Ruim
154.72;476.69;112.92;55.60;7.98;Bom
425.83;247.51;69.42;50.35;79.12;Ruim
45.06;288.45;42.35;51.75;7.81;Ruim
470.35;462.52;90.60;2.87;23.15;Ruim
88.78;487.48;10.17;31.36;5.50;Ruim
264.13;80.33;96.85;13.98;61.98;Ruim
54.87;96.40;87.96;43.45;46.71;Bom
237.33;287.62;123.60;31.56;33.22;Ruim
432.77;308.20;181.00;0.96;36.43;Ruim
439.02;181.09;195.86;92.18;3.06;Ruim
350.75;99.80;141.07;36.88;76.93;Ruim
96.61;381.08;134.30;62.30;62.01;Ruim
46.31;32.93;81.88;6.31;56.18;Ruim
477.05;69.24;127.01;21.63;58.03;Ruim
400.32;274.40;116.79;13.51;15.39;Ruim
176.08;142.12;77.23;34.41;68.29;Ideal
458.56;118.50;104.29;61.14;87.46;Ruim
121.49;35.00;90.15;53.84;3.62;Bom
303.75;128.03;34.84;30.22;60.96;Bom
489.52;185.68;74.55;63.68;9.75;Ruim
47.12;420.38;104.90;19.84;44.60;Ruim
95.32;453.54;137.95;93.27;40.89;Ruim
236.07;388.99;1.05;21.69;52.98;Ruim
172.39;377.89;23.63;28.87;46.74;Bom
313.90;70.16;10.18;65.66;67.60;Ruim
115.29;496.97;35.39;63.94;55.74;Ruim
111.47;191.48;186.45;47.08;75.51;Ruim
85.78;416.58;77.42;18.45;5.66;Bom
185.75;68.51;87.48;57.31;62.85;Bom
459.69;350.26;40.05;4.87;44.93;Ruim
207.83;12.75;165.27;71.10;11.81;Ruim
251.39;263.67;19.31;37.91;64.52;Ruim
484.65;423.54;167.11;34.57;71.44;Ruim
401.39;188.97;41.22;73.14;63.53;Ruim
144.10;359.50;130.20;10.03;76.17;Ruim
438.46;268.77;149.82;93.59;25.64;Ruim
459.34;33.18;100.60;3.59;76.25;Ruim
143.74;409.22;195.51;79.92;12.76;Bom
73.06;177.17;190.35;18.09;33.96;Bom
10.41;136.90;87.25;6.02;24.83;Bom
234.77;408.94;76.57;56.16;2.90;Bom
345.06;174.59;59.25;94.88;9.94;Ruim
132.32;172.56;153.88;89.22;25.18;Bom
24.60;302.81;81.48;42.43;30.70;Bom
495.98;185.07;4.66;80.86;20.76;Ruim
323.98;403.80;194.20;18.48;32.43;Ruim
448.55;375.99;164.47;7.82;24.04;Ruim
442.51;424.25;102.93;70.18;26.36;Ruim
31.44;23.96;181.39;14.81;22.84;Ruim
411.31;153.31;45.59;5.25;18.38;Bom
211.36;345.74;161.15;59.03;36.84;Ruim
232.15;439.43;28.76;17.77;22.78;Ruim
350.54;466.95;53.88;2.78;41.18;Ruim
9.75;481.23;125.72;38.06;72.37;Ruim
322.04;18.98;20.51;30.04;42.41;Ruim
345.83;163.55;53.85;43.47;99.63;Bom
235.68;264.32;93.92;68.71;84.68;Ruim
414.73;443.89;34.31;68.57;67.63;Ruim
271.74;115.28;134.07;77.21;5.12;Ruim
134.97;348.01;3.01;31.64;50.46;Bom
46.80;114.23;109.16;19.09;52.43;Ruim
43.15;304.70;150.16;8.56;74.74;Pessimo
379.05;43.96;8.60;15.36;99.68;Pessimo
45.57;118.00;128.11;65.27;93.20;Ruim
375.07;459.63;136.07;83.75;90.40;Pessimo
99.72;136.37;181.13;8.95;7.12;Bom
150.15;306.90;107.90;26.06;26.45;Bom
